GRID,184,,5,0.25,0
GRID,185,,5,0,0
GRID,186,,5,0,0.25
GRID,187,,5,0,0.5
GRID,188,,5,0,0.75
GRID,189,,5,0,1
GRID,190,,5.25,1,0
GRID,191,,5.25,0.75,0
GRID,192,,5.25,0.5,0
GRID,193,,5.25,0.25,0
GRID,194,,5.25,0,0
GRID,195,,5.25,0,0.25
GRID,196,,5.25,0,0.5
GRID,197,,5.25,0,0.75
GRID,198,,5.25,0,1
GRID,199,,5.5,1,0
GRID,200,,5.5,0.75,0
GRID,201,,5.5,0.5,0
GRID,202,,5.5,0.25,0
GRID,203,,5.5,0,0
GRID,204,,5.5,0,0.25
GRID,205,,5.5,0,0.5
GRID,206,,5.5,0,0.75
GRID,207,,5.5,0,1
GRID,208,,5.75,1,0
GRID,209,,5.75,0.75,0
GRID,210,,5.75,0.5,0
GRID,211,,5.75,0.25,0
GRID,212,,5.75,0,0
GRID,213,,5.75,0,0.25
GRID,214,,5.75,0,0.5
GRID,215,,5.75,0,0.75
GRID,216,,5.75,0,1
GRID,217,,6,1,0
GRID,218,,6,0.75,0
GRID,219,,6,0.5,0
GRID,220,,6,0.25,0
GRID,221,,6,0,0
GRID,222,,6,0,0.25
GRID,223,,6,0,0.5
GRID,224,,6,0,0.75
GRID,225,,6,0,1
GRID,226,,6.25,1,0
GRID,227,,6.25,0.75,0
GRID,228,,6.25,0.5,0
GRID,229,,6.25,0.25,0
GRID,230,,6.25,0,0
GRID,231,,6.25,0,0.25
GRID,232,,6.25,0,0.5
GRID,233,,6.25,0,0.75
GRID,234,,6.25,0,1
GRID,235,,6.5,1,0
GRID,236,,6.5,0.75,0
GRID,237,,6.5,0.5,0
GRID,238,,6.5,0.25,0
GRID,239,,6.5,0,0
GRID,240,,6.5,0,0.25
GRID,241,,6.5,0,0.5
GRID,242,,6.5,0,0.75
GRID,243,,6.5,0,1
GRID,244,,6.75,1,0
GRID,245,,6.75,0.75,0
GRID,246,,6.75,0.5,0
GRID,247,,6.75,0.25,0
GRID,248,,6.75,0,0
GRID,249,,6.75,0,0.25
GRID,250,,6.75,0,0.5
GRID,251,,6.75,0,0.75
GRID,252,,6.75,0,1
GRID,253,,7,1,0
GRID,254,,7,0.75,0
GRID,255,,7,0.5,0
GRID,256,,7,0.25,0
GRID,257,,7,0,0
GRID,258,,7,0,0.25
GRID,259,,7,0,0.5
GRID,260,,7,0,0.75
GRID,261,,7,0,1
GRID,262,,7.25,1,0
GRID,263,,7.25,0.75,0
GRID,264,,7.25,0.5,0
GRID,265,,7.25,0.25,0
GRID,266,,7.25,0,0
GRID,267,,7.25,0,0.25
GRID,268,,7.25,0,0.5
GRID,269,,7.25,0,0.75
GRID,270,,7.25,0,1
GRID,271,,7.5,1,0
GRID,272,,7.5,0.75,0
GRID,273,,7.5,0.5,0
GRID,274,,7.5,0.25,0
GRID,275,,7.5,0,0
GRID,276,,7.5,0,0.25
GRID,277,,7.5,0,0.5
GRID,278,,7.5,0,0.75
GRID,279,,7.5,0,1
GRID,280,,7.75,1,0
GRID,281,,7.75,0.75,0
GRID,282,,7.75,0.5,0
GRID,283,,7.75,0.25,0
GRID,284,,7.75,0,0
GRID,285,,7.75,0,0.25
GRID,286,,7.75,0,0.5
GRID,287,,7.75,0,0.75
GRID,288,,7.75,0,1
GRID,289,,8,1,0
GRID,290,,8,0.75,0
GRID,291,,8,0.5,0
GRID,292,,8,0.25,0
GRID,293,,8,0,0
GRID,294,,8,0,0.25
GRID,295,,8,0,0.5
GRID,296,,8,0,0.75
GRID,297,,8,0,1
GRID,298,,8.25,1,0
GRID,299,,8.25,0.75,0
GRID,300,,8.25,0.5,0
GRID,301,,8.25,0.25,0
GRID,302,,8.25,0,0
GRID,303,,8.25,0,0.25
GRID,304,,8.25,0,0.5
GRID,305,,8.25,0,0.75
GRID,306,,8.25,0,1
GRID,307,,8.5,1,0
GRID,308,,8.5,0.75,0
GRID,309,,8.5,0.5,0
GRID,310,,8.5,0.25,0
GRID,311,,8.5,0,0
GRID,312,,8.5,0,0.25
GRID,313,,8.5,0,0.5
GRID,314,,8.5,0,0.75
GRID,315,,8.5,0,1
GRID,316,,8.75,1,0
GRID,317,,8.75,0.75,0
GRID,318,,8.75,0.5,0
GRID,319,,8.75,0.25,0
GRID,320,,8.75,0,0
GRID,321,,8.75,0,0.25
GRID,322,,8.75,0,0.5
GRID,323,,8.75,0,0.75
GRID,324,,8.75,0,1
GRID,325,,9,1,0
GRID,326,,9,0.75,0
GRID,327,,9,0.5,0
GRID,328,,9,0.25,0
GRID,329,,9,0,0
GRID,330,,9,0,0.25
GRID,331,,9,0,0.5
GRID,332,,9,0,0.75
GRID,333,,9,0,1
GRID,334,,9.25,1,0
GRID,335,,9.25,0.75,0
GRID,336,,9.25,0.5,0
GRID,337,,9.25,0.25,0
GRID,338,,9.25,0,0
GRID,339,,9.25,0,0.25
GRID,340,,9.25,0,0.5
GRID,341,,9.25,0,0.75
GRID,342,,9.25,0,1
GRID,343,,9.5,1,0
GRID,344,,9.5,0.75,0
GRID,345,,9.5,0.5,0
GRID,346,,9.5,0.25,0
GRID,347,,9.5,0,0
GRID,348,,9.5,0,0.25
GRID,349,,9.5,0,0.5
GRID,350,,9.5,0,0.75
GRID,351,,9.5,0,1
GRID,352,,9.75,1,0
GRID,353,,9.75,0.75,0
GRID,354,,9.75,0.5,0
GRID,355,,9.75,0.25,0
GRID,356,,9.75,0,0
GRID,357,,9.75,0,0.25
GRID,358,,9.75,0,0.5
GRID,359,,9.75,0,0.75
GRID,360,,9.75,0,1
GRID,361,,10,1,0
GRID,362,,10,0.75,0
GRID,363,,10,0.5,0
GRID,364,,10,0.25,0
GRID,365,,10,0,0
GRID,366,,10,0,0.25
GRID,367,,10,0,0.5
GRID,368,,10,0,0.75
GRID,369,,10,0,1
